deg,phi,Eun,rpa
80.0,1.3962634015954636,30.602799918668385,0.166666666666667
85.0,1.4835298641951802,31.250386298886593,0.166666666666667
95.0,1.6580627893946132,31.263487084811143,0.166666666666667
100.0,1.7453292519943295,30.576649684282664,0.166666666666667
105.0,1.8325957145940461,29.432079130015946,0.166666666666667
110.0,1.9198621771937625,27.872802500287023,0.166666666666667
115.0,2.007128639793479,25.979148997676518,0.166666666666667
120.0,2.0943951023931953,23.86540733880496,0.166666666666667
125.0,2.1816615649929116,21.65056773312465,0.166666666666667
130.0,2.2689280275926285,19.459503067880597,0.166666666666667
135.0,2.356194490192345,17.374992574676185,0.166666666666667
140.0,2.443460952792061,15.461590276460726,0.166666666666667
145.0,2.5307274153917776,13.757109850221614,0.166666666666667
150.0,2.6179938779914944,12.275809413238333,0.166666666666667
155.0,2.705260340591211,11.02133593758185,0.166666666666667
160.0,2.792526803190927,9.990258912173337,0.166666666666667
165.0,2.8797932657906435,9.18081944660654,0.166666666666667
170.0,2.9670597283903604,8.588380695465514,0.166666666666667
175.0,3.0543261909900763,8.23233210648924,0.166666666666667
1.0,0.017453292519943295,8.00236023997256,0.166666666666667
1.0,0.017453292519943295,8.014116357136903,0.266666666666667
2.0,0.03490658503988659,8.072667791150996,0.266666666666667
3.0,0.05235987755982988,8.156269941290713,0.266666666666667
4.0,0.06981317007977318,8.262090345567822,0.266666666666667
5.0,0.08726646259971647,8.389873119356542,0.266666666666667
6.0,0.10471975511965977,8.538290886543622,0.266666666666667
7.0,0.12217304763960307,8.706517647346878,0.266666666666667
8.0,0.13962634015954636,8.894027737688821,0.266666666666667
9.0,0.15707963267948966,9.100524575648402,0.266666666666667
10.0,0.17453292519943295,9.324957145721696,0.266666666666667
15.0,0.2617993877991494,10.757027139777886,0.266666666666667
20.0,0.3490658503988659,12.509798199137926,0.266666666666667
25.0,0.4363323129985824,14.691958541564704,0.266666666666667
30.0,0.5235987755982988,17.2256810322334,0.266666666666667
35.0,0.6108652381980153,20.07168611728258,0.266666666666667
40.0,0.6981317007977318,23.174499718764164,0.266666666666667
45.0,0.7853981633974483,26.477952710755414,0.266666666666667
50.0,0.8726646259971648,29.913685910923995,0.266666666666667
55.0,0.9599310885968813,33.3924978161452,0.266666666666667
60.0,1.0471975511965976,36.82003760431304,0.266666666666667
65.0,1.1344640137963142,40.090058951909384,0.266666666666667
