sigma,rpa,phi_deg,F_me_un,F_me_bo,F_ad,cost
0.15,3.0,24,1.0335326344000717,1.1181198213909809,-4.888889192510509,0.0366384655215374
0.15,3.0,23,1.1714705073412377,1.025767329576268,-4.495344631017431,0.0421387415233237
0.15,3.0,22,1.305716325371811,0.937522058170716,-4.117656016002719,0.0478269878831312
0.15,3.0,21,0.0945038278118002,0.8533630636566193,-3.755938395077249,0.0012860594179579
0.15,3.0,19,0.0675677728903882,0.6972224608850871,-3.08085196777729,2.674932697735609e-05
0.15,3.0,18,0.0563000230255361,0.6252014802664801,-2.767688799268273,2.4337720723085028e-05
0.15,3.0,17,0.0463835306782849,0.5571881497262376,-2.4709078379401395,2.198020303751944e-05
0.15,3.0,16,0.0377314641872199,0.4931643939837042,-2.19059948614869,1.968264818506814e-05
0.15,3.0,14,0.0238680629248023,0.377017065254791,-1.6797371060078965,1.531703461523031e-05
0.15,3.0,13,0.0184780794213233,0.3248612489878971,-1.4493386912883712,1.3267946788140994e-05
0.15,3.0,12,0.0139962286852698,0.2766306131673695,-1.2357240659637667,1.1327208168539964e-05
0.15,3.0,11,0.0103325726970802,0.2323112662939292,-1.0389582991182924,9.502022155125158e-06
0.15,3.0,9,0.0051032349192852,0.1553557355841998,-0.6962079373166675,6.256427152209488e-06
0.15,3.0,8,0.0033620201205346,0.1226967363724713,-0.5503277474410215,4.858420604257138e-06
0.15,3.0,7,0.0020891156405065,0.0939034586634912,-0.4215051944027135,3.6282638077986976e-06
0.15,3.0,6,0.0012022791486955,0.0689671684127715,-0.3097795187993193,2.573215654904184e-06
0.15,3.0,5,0.0006229239879058,0.047880247300096,-0.2151847533539415,1.7025818998529091e-06
0.15,3.0,4,0.0002771034214334,0.0306362135862379,-0.1377497125485048,1.020208495225194e-06
0.15,3.0,3,9.68342470602728e-05,0.0172297398101328,-0.0774979838465576,5.253305426922361e-07
0.15,3.0,2,2.179196144023097e-05,0.0076566673019782,-0.0344479205083346,2.0843379183128232e-07
0.15,3.0,1,1.690654133512708e-06,0.0019140174921127,-0.0086126360001719,4.7792623693791094e-08
0.15,3.0,60,2.3809527775357338,7.343472827766139,-28.27433388230813,1.2392407396590155e-16
0.15,3.0,80,4.720898435567923,13.280343696771876,-46.729094657797965,2.625986678391553e-16
0.15,3.0,100,6.793361845340786,20.59047034295884,-66.36824087143458,4.2902490243209774e-16
0.15,3.0,110,7.286156403094628,24.502710408037093,-75.88945121834595,8.612386210251291e-16
0.15,3.0,120,7.16538117311252,28.39214360681775,-84.8230016469244,1.806311957029401e-15
0.15,3.0,130,6.2842983134533785,32.08968652351831,-92.89745074799222,6.200464757411079e-16
0.15,3.0,150,2.750283508421091,38.21706686901895,-105.52125059894016,1.0015713760266264e-10
0.15,3.0,170,0.2904477950343425,41.64967862970319,-112.23823420172192,0.0011154139253622
